"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.596677072E0,1.266359997E1,-2.287500000E1,-3.137839890E1,4.084404860E1
2.606676828E0,1.302960014E1,-2.303359985E1,-3.081719971E1,4.062040128E1
2.616664377E0,1.216339970E1,-2.338739967E1,-3.128079987E1,4.090730003E1
2.626677072E0,1.277339935E1,-2.308239937E1,-3.098799896E1,4.069659656E1
2.636676828E0,1.228539944E1,-2.327759933E1,-3.128079987E1,4.088112169E1
2.646677317E0,1.313939953E1,-2.267980003E1,-3.141499901E1,4.091355903E1
2.656677561E0,1.228539944E1,-2.314340019E1,-3.228120041E1,4.157672319E1
2.666677561E0,1.141919994E1,-2.331419945E1,-3.235440063E1,4.148201133E1
2.676677317E0,1.184619999E1,-2.350939941E1,-3.187859917E1,4.134331143E1
2.686663889E0,1.289540005E1,-2.296039963E1,-3.086599922E1,4.057315863E1
2.696664621E0,1.482299995E1,-2.210639954E1,-3.068299866E1,4.061847652E1
2.706676828E0,1.514019966E1,-2.165499878E1,-3.059759903E1,4.042743727E1
2.716676584E0,1.169979954E1,-2.352159882E1,-3.147599983E1,4.099865224E1
2.726677561E0,1.206579971E1,-2.360700035E1,-3.169559860E1,4.132172503E1
2.736677317E0,1.154119968E1,-2.302140045E1,-3.184199905E1,4.095237567E1
2.746677072E0,1.076039982E1,-2.333860016E1,-3.240319824E1,4.135751102E1
2.756677072E0,1.235859966E1,-2.313119888E1,-3.075619888E1,4.041943984E1
2.766677072E0,1.257819939E1,-2.358259964E1,-3.113439941E1,4.103292498E1
2.776677317E0,1.228539944E1,-2.346059990E1,-3.167119980E1,4.128432734E1
2.786664133E0,1.137039948E1,-2.353380013E1,-3.167119980E1,4.106325157E1
2.796664377E0,1.087020016E1,-2.348499870E1,-3.234220123E1,4.142130365E1
2.806676828E0,1.096780014E1,-2.369239998E1,-3.226900101E1,4.150796168E1
2.816676584E0,1.166319942E1,-2.333860016E1,-3.207379913E1,4.134548426E1
2.826676828E0,1.119960022E1,-2.371679878E1,-3.209819794E1,4.145131965E1
2.836677317E0,1.116300011E1,-2.360700035E1,-3.202499771E1,4.132194956E1
2.846676584E0,1.278559971E1,-2.325319862E1,-3.093919945E1,4.076048170E1
2.856676828E0,1.271239948E1,-2.322879982E1,-3.118319893E1,4.090934046E1
2.866664865E0,1.026019955E1,-2.354599953E1,-3.302539825E1,4.183733642E1
2.876677561E0,1.155340004E1,-2.331419945E1,-3.285459900E1,4.191011362E1
2.886677561E0,1.211460018E1,-2.300919914E1,-3.353779984E1,4.243784632E1
2.896677072E0,1.278559971E1,-2.280179977E1,-3.287899780E1,4.200502505E1
2.906677561E0,1.272459984E1,-2.308239937E1,-3.207379913E1,4.151434924E1
2.916676828E0,1.195599937E1,-2.347279930E1,-3.164679909E1,4.117569818E1
2.926676584E0,1.278559971E1,-2.269199944E1,-3.181760025E1,4.111882883E1
2.936677072E0,1.141919994E1,-2.320439911E1,-3.140279961E1,4.068142191E1
2.946677072E0,1.084579945E1,-2.361919975E1,-3.167119980E1,4.097026799E1
2.956677072E0,8.954799652E0,-2.402179909E1,-3.291559982E1,4.172136119E1
2.966676828E0,1.091899967E1,-2.333860016E1,-3.236660004E1,4.137041949E1
2.976664377E0,1.110200024E1,-2.364360046E1,-3.117099953E1,4.066823654E1
2.986670969E0,1.074819946E1,-2.366799927E1,-3.179319954E1,4.106708558E1
2.996678781E0,1.095559978E1,-2.376560020E1,-3.182979965E1,4.120637166E1
3.006676828E0,1.032119942E1,-2.396080017E1,-3.171999931E1,4.107073726E1
3.016677072E0,9.881999969E0,-2.452199936E1,-3.181760025E1,4.136837030E1
3.026677072E0,1.040660000E1,-2.336299896E1,-3.280579758E1,4.159744462E1
3.036677072E0,8.979199409E0,-2.407059860E1,-3.409899902E1,4.269381072E1
3.046664377E0,1.112639999E1,-2.350939941E1,-3.184199905E1,4.111449308E1
3.056676828E0,1.127279949E1,-2.331419945E1,-3.173219872E1,4.095803144E1
3.066676828E0,1.148019981E1,-2.374119949E1,-3.104899979E1,4.073671475E1
3.076676828E0,1.126060009E1,-2.364360046E1,-3.134179878E1,4.084273875E1
3.086677072E0,9.711199760E0,-2.385099983E1,-3.201279831E1,4.108523883E1
3.096676828E0,9.662400246E0,-2.385099983E1,-3.300099945E1,4.184851415E1
3.106680490E0,1.019919968E1,-2.376560020E1,-3.256179810E1,4.158242564E1
3.116671213E0,1.189499950E1,-2.275300026E1,-3.148819923E1,4.062876721E1
3.126676828E0,1.151679993E1,-2.346059990E1,-3.251300049E1,4.171488498E1
3.136677317E0,1.134599972E1,-2.353380013E1,-3.211040115E1,4.139624766E1
3.146677317E0,1.234639931E1,-2.331419945E1,-3.147599983E1,4.106974601E1
3.156664133E0,1.224879932E1,-2.335079956E1,-3.137839890E1,4.098654465E1
3.166677317E0,8.686399460E0,-2.450979996E1,-3.341579819E1,4.234146193E1
3.176677317E0,1.035779953E1,-2.388759995E1,-3.162240028E1,4.096190476E1
3.186676828E0,1.058959961E1,-2.359479904E1,-3.228120041E1,4.136339035E1
3.196677317E0,9.162199974E0,-2.455859947E1,-3.318399811E1,4.228768670E1
3.206677072E0,1.096780014E1,-2.369239998E1,-3.206159973E1,4.134693016E1
3.216677317E0,1.060179996E1,-2.391199875E1,-3.134179878E1,4.082266769E1
3.226665354E0,1.039439964E1,-2.425359917E1,-3.164679909E1,4.120437488E1
3.236677317E0,9.320799828E0,-2.425359917E1,-3.213479996E1,4.132504991E1
3.246676828E0,1.074819946E1,-2.309459877E1,-3.267160034E1,4.142846549E1
3.256677072E0,9.796599388E0,-2.398519897E1,-3.239099884E1,4.147818626E1
