"Time (s)"	"Magnetic Field x (µT)"	"Magnetic Field y (µT)"	"Magnetic Field z (µT)"	"Absolute field (µT)"
1.734455734E0	2.486359978E1	-6.347660065E1	-4.456660080E1	8.144727945E1
1.744455734E0	2.485140038E1	-6.322039795E1	-4.484719849E1	8.139829255E1
1.754455734E0	2.347279930E1	-6.367179871E1	-4.520100021E1	8.153649905E1
1.764455734E0	2.494899940E1	-6.275679779E1	-4.471299744E1	8.099457006E1
1.774455734E0	2.527840042E1	-6.292759705E1	-4.490819931E1	8.133650080E1
1.784455734E0	2.496119881E1	-6.325699997E1	-4.405419922E1	8.102642754E1
1.794452072E0	2.488799858E1	-6.308619690E1	-4.540839767E1	8.161619503E1
1.804442550E0	2.487579918E1	-6.347660065E1	-4.424939728E1	8.127787752E1
1.814455490E0	2.446100044E1	-6.357419968E1	-4.573780060E1	8.204855764E1
1.824455490E0	2.438780022E1	-6.359859848E1	-4.520100021E1	8.174764185E1
1.834455002E0	2.518079948E1	-6.296419907E1	-4.504240036E1	8.140872715E1
1.844455490E0	2.422920036E1	-6.335459900E1	-4.507899857E1	8.144308121E1
1.854455978E0	2.442440033E1	-6.378159714E1	-4.483499908E1	8.169957532E1
1.864455490E0	2.665699959E1	-6.297639847E1	-4.455439758E1	8.161934045E1
1.874455978E0	2.713279915E1	-6.265919876E1	-4.341979980E1	8.091750734E1
1.884443039E0	2.679119873E1	-6.261039734E1	-4.449340057E1	8.134797403E1
1.894452804E0	2.590060043E1	-6.303739929E1	-4.473740005E1	8.152294018E1
1.904455246E0	2.633979988E1	-6.273239899E1	-4.446899796E1	8.128118306E1
1.914455734E0	2.347279930E1	-6.378159714E1	-4.604280090E1	8.209143655E1
1.924455246E0	2.325319862E1	-6.351319885E1	-4.594519806E1	8.176551167E1
1.934455490E0	2.420479965E1	-6.368399811E1	-4.512779999E1	8.171928948E1
1.944455734E0	2.535159874E1	-6.320819855E1	-4.483499908E1	8.153623161E1
1.954455978E0	2.546139908E1	-6.315939713E1	-4.438359833E1	8.128527597E1
1.964455734E0	2.448539925E1	-6.337899780E1	-4.457880020E1	8.126316242E1
1.974455734E0	2.511979866E1	-6.367179871E1	-4.445679855E1	8.161806891E1
1.984454025E0	2.420479965E1	-6.336679840E1	-4.584759903E1	8.187323007E1
